execution_id,classification_time,load_time,reduce_time,transform_time,reduce_on,classifier,reducer,transforms,number runs,reducer_datasets,train_datasets,test_datasets,sensors used,scaler,umap components,accuracy (mean),accuracy (std),f1-score macro (mean),f1-score macro (std),f1-score micro (mean),f1-score micro (std),f1-score weighted (mean),f1-score weighted (std)
001823,2.4442026615142822,3.825133800506592,59.13959884643555,0.5764999389648438,all,svm,umap-5-all,with_fft_all.0,5,"motionsense.train, motionsense.validation","motionsense.train, motionsense.validation",motionsense.test,"accel-x, accel-y, accel-z",minmax_scaler,5,0.8625235404896422,0.0,0.8620815809725688,1.1102230246251565e-16,0.8625235404896422,0.0,0.8620815809725688,0.0
001266,6.624573707580566,3.8013486862182617,104.52690196037292,0.47516918182373047,all,randomforest-100,umap-4-all,with_fft_all.0,5,"uci.train, uci.validation","motionsense.train, motionsense.validation",motionsense.test,"gyro-x, gyro-y, gyro-z",no_scaler,4,0.6958568738229756,0.002729072833557331,0.6866833958831541,0.0029993106152751024,0.6958568738229756,0.002729072833557331,0.6866833958831542,0.0029993106152751687
002921,4.639587163925171,3.9447946548461914,103.83419275283813,0.0637965202331543,all,randomforest-100,umap-8-all,no_transform.0,5,"motionsense.train, motionsense.validation","kuhar.train, kuhar.validation",kuhar.test,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",minmax_scaler,8,0.5361111111111112,0.0183207027198235,0.5176154461139769,0.0195622935764884,0.5361111111111112,0.0183207027198235,0.517615446113977,0.019562293576488442
004006,4.707442998886108,4.4570417404174805,131.63300347328186,0.042458295822143555,all,svm,umap-10-all,no_transform.0,5,"kuhar.train, kuhar.validation","motionsense.train, motionsense.validation",motionsense.test,"accel-x, accel-y, accel-z",std_scaler,10,0.6252354048964218,0.0,0.6172853906219474,0.0,0.6252354048964218,0.0,0.6172853906219475,0.0
004825,0.48362278938293457,3.875971794128418,126.17505025863647,0.43499207496643066,all,knn-5,umap-15-all,with_fft_all.0,5,"kuhar.train, kuhar.validation","motionsense.train, motionsense.validation",motionsense.test,"gyro-x, gyro-y, gyro-z",std_scaler,15,0.7382297551789078,0.0,0.7311111409991257,0.0,0.7382297551789078,0.0,0.7311111409991256,0.0
003273,6.638695955276489,4.739264249801636,158.46587681770325,2.349107265472412,all,svm,umap-8-all,with_fft_all.0,5,"uci.train, uci.validation","motionsense.train, motionsense.validation",motionsense.test,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",no_scaler,8,0.7184557438794726,0.0,0.7069025684862421,0.0,0.7184557438794726,0.0,0.7069025684862422,0.0
002615,0.19431757926940918,4.566103219985962,126.71561193466187,0.031697988510131836,all,knn-5,umap-7-all,no_transform.0,5,"motionsense.train, motionsense.validation","kuhar.train, kuhar.validation",kuhar.test,"gyro-x, gyro-y, gyro-z",minmax_scaler,7,0.6527777777777778,0.0,0.6523022438344553,0.0,0.6527777777777778,0.0,0.6523022438344553,0.0
005314,0.7603826522827148,4.648012161254883,110.72855734825134,0.9719772338867188,all,knn-5,umap-20-all,with_fft_all.0,5,"motionsense.train, motionsense.validation","motionsense.train, motionsense.validation",motionsense.test,"gyro-x, gyro-y, gyro-z",std_scaler,20,0.8361581920903955,1.1102230246251565e-16,0.8352108736535617,1.1102230246251565e-16,0.8361581920903955,1.1102230246251565e-16,0.835210873653562,0.0
004081,0.6424472332000732,7.146470546722412,70.66074752807617,0.14575982093811035,all,knn-5,umap-10-all,no_transform.0,5,"motionsense.train, motionsense.validation","motionsense.train, motionsense.validation",motionsense.test,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",std_scaler,10,0.6694915254237288,0.0,0.6622065942943377,0.0,0.6694915254237288,0.0,0.6622065942943376,0.0
004742,4.890746831893921,3.670530319213867,153.06281208992004,0.5016288757324219,all,svm,umap-15-all,with_fft_all.0,5,"uci.train, uci.validation","motionsense.train, motionsense.validation",motionsense.test,"accel-x, accel-y, accel-z",minmax_scaler,15,0.7410546139359698,0.0,0.7354604762541886,0.0,0.7410546139359698,0.0,0.7354604762541885,0.0
003297,2.987245798110962,7.019964694976807,147.01516199111938,1.625485897064209,all,svm,umap-8-all,with_fft_all.0,5,"motionsense.train, motionsense.validation","uci.train, uci.validation",uci.test,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",no_scaler,8,0.518840579710145,0.0,0.5088893997563307,0.0,0.518840579710145,0.0,0.5088893997563307,0.0
000837,4.650285243988037,6.421788215637207,84.60152173042297,1.78375244140625,all,svm,umap-3-all,with_fft_all.0,5,"kuhar.train, kuhar.validation","motionsense.train, motionsense.validation",motionsense.test,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",no_scaler,3,0.6854990583804144,0.0,0.6765975103543852,0.0,0.6854990583804144,0.0,0.6765975103543852,0.0
005341,0.6132583618164062,4.284549713134766,221.51578736305237,0.7717971801757812,all,knn-5,umap-20-all,with_fft_all.0,5,"motionsense.train, motionsense.validation","uci.train, uci.validation",uci.test,"gyro-x, gyro-y, gyro-z",std_scaler,20,0.663768115942029,0.0,0.6555609983635511,0.0,0.663768115942029,0.0,0.655560998363551,0.0
005502,9.489367008209229,7.97567892074585,907.6635715961456,0.03091287612915039,all,svm,umap-180-all,no_transform.0,5,"motionsense.train, motionsense.validation","uci.train, uci.validation",uci.test,"gyro-x, gyro-y, gyro-z",no_scaler,180,0.5231884057971015,0.0,0.4660638404464964,0.0,0.5231884057971015,0.0,0.4660638404464964,0.0
005362,14.60895037651062,3.390939235687256,547.7103292942047,0.01916956901550293,all,randomforest-100,umap-180-all,no_transform.0,5,"uci.train, uci.validation","kuhar.train, kuhar.validation",kuhar.test,"accel-x, accel-y, accel-z",std_scaler,180,0.5638888888888889,0.022135246459040595,0.5496067650739772,0.025010005292093056,0.5638888888888889,0.022135246459040595,0.5496067650739771,0.025010005292093063
001628,0.15887808799743652,2.7591359615325928,59.773956298828125,0.05522608757019043,all,knn-5,umap-5-all,no_transform.0,5,"uci.train, uci.validation","kuhar.train, kuhar.validation",kuhar.test,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",minmax_scaler,5,0.4930555555555555,5.551115123125783e-17,0.478791652805816,0.0,0.4930555555555555,5.551115123125783e-17,0.478791652805816,5.551115123125783e-17
001478,3.9298627376556396,5.168561935424805,28.281712770462036,0.020235061645507812,all,randomforest-100,umap-5-all,no_transform.0,5,"kuhar.train, kuhar.validation","kuhar.train, kuhar.validation",kuhar.test,"gyro-x, gyro-y, gyro-z",minmax_scaler,5,0.5888888888888888,0.015466012118972305,0.5778262585771883,0.016243159948370993,0.5888888888888888,0.015466012118972305,0.5778262585771883,0.016243159948371007
001722,4.536399602890015,5.007373332977295,83.90261435508728,0.6763081550598145,all,randomforest-100,umap-5-all,with_fft_all.0,5,"motionsense.train, motionsense.validation","kuhar.train, kuhar.validation",kuhar.test,"gyro-x, gyro-y, gyro-z",no_scaler,5,0.5708333333333333,0.005196746370519345,0.5657889268718572,0.00662400187152755,0.5708333333333333,0.005196746370519345,0.5657889268718572,0.006624001871527574
005386,39.870161294937134,4.765710115432739,407.26429772377014,0.030933856964111328,all,randomforest-100,umap-180-all,no_transform.0,5,"motionsense.train, motionsense.validation","motionsense.train, motionsense.validation",motionsense.test,"accel-x, accel-y, accel-z",std_scaler,180,0.6619585687382299,0.007626537375260484,0.6528955097163329,0.008648022520961456,0.6619585687382299,0.007626537375260484,0.6528955097163329,0.008648022520961444
004177,6.40026068687439,3.665292263031006,105.3602831363678,0.6711952686309814,all,randomforest-100,umap-10-all,with_fft_all.0,5,"kuhar.train, kuhar.validation","motionsense.train, motionsense.validation",motionsense.test,"gyro-x, gyro-y, gyro-z",std_scaler,10,0.7278719397363466,0.007318026074472886,0.7188394397983513,0.0072878589290043564,0.7278719397363466,0.007318026074472961,0.7188394397983513,0.0072878589290043105
000560,5.389506101608276,3.6822023391723633,68.47375512123108,0.026629209518432617,all,randomforest-100,umap-3-all,no_transform.0,5,"kuhar.train, kuhar.validation","uci.train, uci.validation",uci.test,"gyro-x, gyro-y, gyro-z",minmax_scaler,3,0.5857971014492753,0.0059684812411518835,0.582376587149177,0.00708897951911541,0.5857971014492753,0.0059684812411518835,0.582376587149177,0.00708897951911544
001298,0.3501856327056885,4.270150184631348,21.016361474990845,0.5596387386322021,all,svm,umap-4-all,with_fft_all.0,5,"kuhar.train, kuhar.validation","kuhar.train, kuhar.validation",kuhar.test,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",minmax_scaler,4,0.75,0.0,0.7372774145470373,0.0,0.75,0.0,0.7372774145470373,0.0
004073,0.1849677562713623,3.4658148288726807,102.74161052703857,0.040454864501953125,all,knn-5,umap-10-all,no_transform.0,5,"motionsense.train, motionsense.validation","kuhar.train, kuhar.validation",kuhar.test,"gyro-x, gyro-y, gyro-z",minmax_scaler,10,0.6388888888888888,0.0,0.6394477236502315,0.0,0.6388888888888888,0.0,0.6394477236502315,0.0
002669,0.525749683380127,6.026253938674927,158.83618712425232,0.03867292404174805,all,knn-5,umap-7-all,no_transform.0,5,"motionsense.train, motionsense.validation","uci.train, uci.validation",uci.test,"gyro-x, gyro-y, gyro-z",minmax_scaler,7,0.6159420289855072,0.0,0.6181194633826214,0.0,0.6159420289855072,0.0,0.6181194633826214,0.0
000591,1.8998985290527344,5.088835000991821,67.61460423469543,0.03519749641418457,all,svm,umap-3-all,no_transform.0,5,"uci.train, uci.validation","kuhar.train, kuhar.validation",kuhar.test,"gyro-x, gyro-y, gyro-z",no_scaler,3,0.5833333333333334,0.0,0.5868934328321194,0.0,0.5833333333333334,0.0,0.5868934328321193,0.0
002024,5.920044660568237,6.138619422912598,43.63373327255249,0.05169987678527832,all,randomforest-100,umap-6-all,no_transform.0,5,"uci.train, uci.validation","uci.train, uci.validation",uci.test,"gyro-x, gyro-y, gyro-z",minmax_scaler,6,0.6904347826086956,0.006772939968433556,0.6910179259182415,0.006567716939382781,0.6904347826086956,0.006772939968433556,0.6910179259182415,0.006567716939382781
005694,1.3118798732757568,4.116490125656128,573.2178344726562,0.4915037155151367,all,svm,umap-180-all,with_fft_all.0,5,"uci.train, uci.validation","kuhar.train, kuhar.validation",kuhar.test,"gyro-x, gyro-y, gyro-z",no_scaler,180,0.6736111111111112,0.0,0.6417685280494082,0.0,0.6736111111111112,0.0,0.6417685280494081,0.0
002849,0.3183021545410156,4.584603309631348,104.17106819152832,0.7827346324920654,all,knn-5,umap-7-all,with_fft_all.0,5,"motionsense.train, motionsense.validation","kuhar.train, kuhar.validation",kuhar.test,"accel-x, accel-y, accel-z",minmax_scaler,7,0.5208333333333334,0.0,0.5169601292427379,0.0,0.5208333333333334,0.0,0.5169601292427379,0.0
003960,13.01541543006897,3.898531436920166,116.24541640281677,0.02827906608581543,all,randomforest-100,umap-10-all,no_transform.0,5,"kuhar.train, kuhar.validation","uci.train, uci.validation",uci.test,"gyro-x, gyro-y, gyro-z",no_scaler,10,0.6576811594202899,0.004619529695799785,0.6540915785699516,0.004318588813592582,0.6576811594202899,0.004619529695799785,0.6540915785699516,0.004318588813592645
004559,0.17052626609802246,4.469656229019165,109.78526377677917,0.028150320053100586,all,knn-5,umap-15-all,no_transform.0,5,"motionsense.train, motionsense.validation","kuhar.train, kuhar.validation",kuhar.test,"gyro-x, gyro-y, gyro-z",minmax_scaler,15,0.6736111111111112,0.0,0.6722120413944314,0.0,0.6736111111111112,0.0,0.6722120413944312,0.0
005274,0.19952750205993652,3.5831298828125,27.982127904891968,0.3735644817352295,all,knn-5,umap-20-all,with_fft_all.0,5,"kuhar.train, kuhar.validation","kuhar.train, kuhar.validation",kuhar.test,"accel-x, accel-y, accel-z",no_scaler,20,0.7777777777777778,0.0,0.7618213963797774,0.0,0.7777777777777778,0.0,0.7618213963797776,0.0
000844,3.2907798290252686,4.781912803649902,95.91488289833069,1.0981378555297852,all,svm,umap-3-all,with_fft_all.0,5,"uci.train, uci.validation","motionsense.train, motionsense.validation",motionsense.test,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",std_scaler,3,0.6779661016949152,0.0,0.6655127443149266,0.0,0.6779661016949152,0.0,0.6655127443149266,0.0
000331,0.713486909866333,3.6459784507751465,50.96769309043884,0.60801100730896,all,svm,umap-2-all,with_fft_all.0,5,"uci.train, uci.validation","kuhar.train, kuhar.validation",kuhar.test,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",std_scaler,2,0.4027777777777778,0.0,0.31893928715534814,0.0,0.4027777777777778,0.0,0.3189392871553481,0.0
000740,2.0584330558776855,4.806167364120483,21.83883833885193,0.1934194564819336,all,randomforest-100,umap-3-all,with_fft_all.0,5,"kuhar.train, kuhar.validation","kuhar.train, kuhar.validation",kuhar.test,"accel-x, accel-y, accel-z",minmax_scaler,3,0.7513888888888889,0.011111111111111072,0.7358255003323789,0.013060742832908123,0.7513888888888889,0.01111111111111109,0.735825500332379,0.013060742832908158
005161,12.841326713562012,4.236577272415161,198.77281713485718,1.90549898147583,all,randomforest-100,umap-20-all,with_fft_all.0,5,"motionsense.train, motionsense.validation","uci.train, uci.validation",uci.test,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",std_scaler,20,0.672463768115942,0.00654584915399203,0.6720730117655344,0.006676144092129043,0.672463768115942,0.00654584915399203,0.6720730117655344,0.006676144092129009
004375,3.31599760055542,6.003342151641846,28.686244249343872,0.08092904090881348,all,randomforest-100,umap-15-all,no_transform.0,5,"kuhar.train, kuhar.validation","kuhar.train, kuhar.validation",kuhar.test,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",std_scaler,15,0.5638888888888889,0.014829275350043478,0.5671633448830459,0.012935431660473664,0.5638888888888889,0.014829275350043478,0.5671633448830459,0.012935431660473659
004163,8.639050006866455,5.67265510559082,67.72241568565369,1.5164077281951904,all,randomforest-100,umap-10-all,with_fft_all.0,5,"motionsense.train, motionsense.validation","motionsense.train, motionsense.validation",motionsense.test,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",minmax_scaler,10,0.916195856873823,0.0013316511886752448,0.9163292375613805,0.001294773486859915,0.916195856873823,0.001331651188675276,0.9163292375613807,0.0012947734868598818
004881,7.281358242034912,4.710769891738892,118.80883932113647,0.03429722785949707,all,randomforest-100,umap-20-all,no_transform.0,5,"motionsense.train, motionsense.validation","kuhar.train, kuhar.validation",kuhar.test,"gyro-x, gyro-y, gyro-z",no_scaler,20,0.6805555555555556,0.008784104611578835,0.6809536637702557,0.009050654427925995,0.6805555555555556,0.008784104611578835,0.6809536637702559,0.009050654427925964
001863,0.20720624923706055,4.714405298233032,28.241527318954468,0.6525740623474121,all,knn-5,umap-5-all,with_fft_all.0,5,"kuhar.train, kuhar.validation","kuhar.train, kuhar.validation",kuhar.test,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",no_scaler,5,0.8055555555555556,0.0,0.8007163272744597,1.1102230246251565e-16,0.8055555555555556,0.0,0.8007163272744597,0.0
001006,6.441804885864258,4.968642473220825,104.26003909111023,0.07375049591064453,all,randomforest-100,umap-4-all,no_transform.0,5,"uci.train, uci.validation","motionsense.train, motionsense.validation",motionsense.test,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",std_scaler,4,0.5990583804143126,0.0031173155098393316,0.5971207342766093,0.0025234338818662795,0.5990583804143126,0.0031173155098393316,0.5971207342766093,0.0025234338818662314
000924,0.36380624771118164,4.251381158828735,97.53556847572327,1.1408956050872803,all,knn-5,umap-3-all,with_fft_all.0,5,"uci.train, uci.validation","motionsense.train, motionsense.validation",motionsense.test,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",no_scaler,3,0.7109227871939736,0.0,0.7089879007769135,0.0,0.7109227871939735,0.0,0.7089879007769136,0.0
002164,0.46201276779174805,3.9794187545776367,144.54237532615662,0.07989263534545898,all,knn-5,umap-6-all,no_transform.0,5,"motionsense.train, motionsense.validation","uci.train, uci.validation",uci.test,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",std_scaler,6,0.5420289855072464,0.0,0.5420866223292014,0.0,0.5420289855072464,0.0,0.5420866223292015,0.0
000640,3.408017635345459,3.5149545669555664,66.28474140167236,0.016985416412353516,all,svm,umap-3-all,no_transform.0,5,"kuhar.train, kuhar.validation","uci.train, uci.validation",uci.test,"gyro-x, gyro-y, gyro-z",std_scaler,3,0.6086956521739131,0.0,0.6027732122853824,0.0,0.6086956521739131,0.0,0.6027732122853824,0.0
003554,4.188711881637573,5.971036672592163,56.2058207988739,0.025813817977905273,all,svm,umap-9-all,no_transform.0,5,"uci.train, uci.validation","uci.train, uci.validation",uci.test,"accel-x, accel-y, accel-z",minmax_scaler,9,0.5420289855072464,0.0,0.5506621506171756,0.0,0.5420289855072464,0.0,0.5506621506171755,0.0
005256,2.2707016468048096,4.261744499206543,171.62750339508057,0.5282206535339355,all,svm,umap-20-all,with_fft_all.0,5,"kuhar.train, kuhar.validation","uci.train, uci.validation",uci.test,"gyro-x, gyro-y, gyro-z",no_scaler,20,0.6884057971014492,0.0,0.6730133986565671,0.0,0.6884057971014492,0.0,0.6730133986565671,0.0
003824,0.34610962867736816,4.157602071762085,72.94679713249207,0.5244479179382324,all,knn-5,umap-9-all,with_fft_all.0,5,"uci.train, uci.validation","kuhar.train, kuhar.validation",kuhar.test,"accel-x, accel-y, accel-z",minmax_scaler,9,0.6180555555555556,0.0,0.6094937343758302,0.0,0.6180555555555556,0.0,0.6094937343758303,0.0
003436,11.255808591842651,4.40284538269043,160.85330986976624,0.09475088119506836,all,randomforest-100,umap-9-all,no_transform.0,5,"uci.train, uci.validation","motionsense.train, motionsense.validation",motionsense.test,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",std_scaler,9,0.672316384180791,0.004211050805084359,0.6711605537492573,0.004223871038050343,0.672316384180791,0.004211050805084359,0.6711605537492572,0.0042238710380503065
004258,3.1212825775146484,3.963158369064331,104.06554985046387,0.519362211227417,all,svm,umap-10-all,with_fft_all.0,5,"kuhar.train, kuhar.validation","motionsense.train, motionsense.validation",motionsense.test,"gyro-x, gyro-y, gyro-z",std_scaler,10,0.7071563088512242,0.0,0.6917955154214742,0.0,0.7071563088512242,0.0,0.6917955154214742,0.0
003660,8.13101077079773,7.246490716934204,80.23021531105042,0.639843225479126,all,randomforest-100,umap-9-all,with_fft_all.0,5,"uci.train, uci.validation","kuhar.train, kuhar.validation",kuhar.test,"accel-x, accel-y, accel-z",no_scaler,9,0.6083333333333334,0.015590239111558084,0.6020347153537059,0.015579484881231776,0.6083333333333334,0.015590239111558084,0.6020347153537058,0.015579484881231802
000108,8.846659898757935,5.920148849487305,83.81881332397461,0.06556081771850586,all,svm,umap-2-all,no_transform.0,5,"kuhar.train, kuhar.validation","motionsense.train, motionsense.validation",motionsense.test,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",no_scaler,2,0.4435028248587571,0.0,0.36445261321813355,0.0,0.4435028248587571,0.0,0.3644526132181335,0.0
003383,0.32480502128601074,4.417364835739136,61.106975078582764,1.4602830410003662,all,knn-5,umap-8-all,with_fft_all.0,5,"uci.train, uci.validation","uci.train, uci.validation",uci.test,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",minmax_scaler,8,0.8159420289855073,0.0,0.8134714262282567,0.0,0.8159420289855073,0.0,0.8134714262282567,0.0
000313,3.8183398246765137,4.619155645370483,43.32092618942261,0.48859357833862305,all,randomforest-100,umap-2-all,with_fft_all.0,5,"uci.train, uci.validation","uci.train, uci.validation",uci.test,"accel-x, accel-y, accel-z",std_scaler,2,0.7182608695652174,0.0023547937404742023,0.7141058530437998,0.002233587683855157,0.7182608695652174,0.002354793740474213,0.7141058530437998,0.002233587683855191
002122,0.11784648895263672,6.945977449417114,66.90657830238342,0.03409934043884277,all,knn-5,umap-6-all,no_transform.0,5,"uci.train, uci.validation","kuhar.train, kuhar.validation",kuhar.test,"accel-x, accel-y, accel-z",std_scaler,6,0.4791666666666667,0.0,0.4561960771843319,0.0,0.4791666666666667,0.0,0.4561960771843319,5.551115123125783e-17
005337,0.5282065868377686,4.602242469787598,156.5935995578766,0.6239492893218994,all,knn-5,umap-20-all,with_fft_all.0,5,"kuhar.train, kuhar.validation","uci.train, uci.validation",uci.test,"gyro-x, gyro-y, gyro-z",no_scaler,20,0.7333333333333333,0.0,0.7323183163396083,0.0,0.7333333333333333,0.0,0.7323183163396084,0.0
000125,7.78340744972229,3.5745575428009033,94.71615362167358,0.023083925247192383,all,svm,umap-2-all,no_transform.0,5,"uci.train, uci.validation","motionsense.train, motionsense.validation",motionsense.test,"accel-x, accel-y, accel-z",minmax_scaler,2,0.603578154425612,0.0,0.5978897101165478,0.0,0.603578154425612,0.0,0.5978897101165478,0.0
002463,7.495680809020996,7.881881952285767,161.08471751213074,0.0864555835723877,all,randomforest-100,umap-7-all,no_transform.0,5,"uci.train, uci.validation","motionsense.train, motionsense.validation",motionsense.test,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",no_scaler,7,0.6629001883239172,0.0020629851506785827,0.6612145663345974,0.0021138774392164376,0.6629001883239172,0.0020629851506785827,0.6612145663345975,0.002113877439216431
004265,6.2166359424591064,3.723874807357788,122.65856099128723,0.6052489280700684,all,svm,umap-10-all,with_fft_all.0,5,"uci.train, uci.validation","motionsense.train, motionsense.validation",motionsense.test,"gyro-x, gyro-y, gyro-z",minmax_scaler,10,0.6779661016949152,0.0,0.6401956670662315,0.0,0.6779661016949152,0.0,0.6401956670662317,0.0
005496,8.861121416091919,3.9414801597595215,273.56431436538696,0.029366493225097656,all,svm,umap-180-all,no_transform.0,5,"uci.train, uci.validation","uci.train, uci.validation",uci.test,"accel-x, accel-y, accel-z",no_scaler,180,0.42898550724637674,5.551115123125783e-17,0.37812340356620083,0.0,0.42898550724637674,5.551115123125783e-17,0.3781234035662009,0.0
005120,4.832281112670898,3.4713897705078125,121.68166255950928,0.3444044589996338,all,randomforest-100,umap-20-all,with_fft_all.0,5,"uci.train, uci.validation","kuhar.train, kuhar.validation",kuhar.test,"accel-x, accel-y, accel-z",minmax_scaler,20,0.6236111111111111,0.01020620726159654,0.6129835481522419,0.009661930596057213,0.6236111111111111,0.01020620726159654,0.6129835481522419,0.009661930596057177
005045,0.274383544921875,6.647626876831055,154.72766613960266,0.049239158630371094,all,knn-5,umap-20-all,no_transform.0,5,"motionsense.train, motionsense.validation","kuhar.train, kuhar.validation",kuhar.test,"gyro-x, gyro-y, gyro-z",minmax_scaler,20,0.7013888888888888,0.0,0.6988157713949267,0.0,0.7013888888888888,0.0,0.6988157713949267,0.0
004373,0.3093588352203369,6.330643892288208,49.56501317024231,0.6121680736541748,all,knn-5,umap-10-all,with_fft_all.0,5,"uci.train, uci.validation","uci.train, uci.validation",uci.test,"gyro-x, gyro-y, gyro-z",minmax_scaler,10,0.8144927536231885,1.1102230246251565e-16,0.8133346158156229,0.0,0.8144927536231885,1.1102230246251565e-16,0.8133346158156229,1.1102230246251565e-16
005268,0.13576507568359375,3.7544474601745605,123.09522414207458,0.9391677379608154,all,knn-5,umap-20-all,with_fft_all.0,5,"motionsense.train, motionsense.validation","kuhar.train, kuhar.validation",kuhar.test,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",no_scaler,20,0.5486111111111112,0.0,0.5507717591050924,0.0,0.5486111111111112,0.0,0.5507717591050925,0.0
000098,1.2467410564422607,3.400707244873047,54.7243435382843,0.013073921203613281,all,svm,umap-2-all,no_transform.0,5,"uci.train, uci.validation","kuhar.train, kuhar.validation",kuhar.test,"accel-x, accel-y, accel-z",minmax_scaler,2,0.4375,0.0,0.39734382684118397,0.0,0.4375,0.0,0.39734382684118397,0.0
000230,0.2575414180755615,4.128448247909546,90.73780870437622,0.0201566219329834,all,knn-5,umap-2-all,no_transform.0,5,"motionsense.train, motionsense.validation","uci.train, uci.validation",uci.test,"accel-x, accel-y, accel-z",minmax_scaler,2,0.4333333333333334,5.551115123125783e-17,0.43160830377511133,0.0,0.4333333333333334,5.551115123125783e-17,0.43160830377511133,5.551115123125783e-17
004957,1.079439640045166,3.3510842323303223,90.71010851860046,0.014908790588378906,all,svm,umap-20-all,no_transform.0,5,"uci.train, uci.validation","kuhar.train, kuhar.validation",kuhar.test,"accel-x, accel-y, accel-z",std_scaler,20,0.5555555555555556,0.0,0.516794900702484,0.0,0.5555555555555556,0.0,0.5167949007024839,0.0
000564,3.641211748123169,5.33228611946106,43.74442219734192,0.026782512664794922,all,randomforest-100,umap-3-all,no_transform.0,5,"uci.train, uci.validation","uci.train, uci.validation",uci.test,"gyro-x, gyro-y, gyro-z",no_scaler,3,0.627536231884058,0.0058691178931352325,0.610360934605845,0.004609263230112597,0.627536231884058,0.0058691178931352325,0.610360934605845,0.00460926323011258
002484,5.48340368270874,5.925915479660034,76.69075202941895,0.06830859184265137,all,randomforest-100,umap-7-all,no_transform.0,5,"kuhar.train, kuhar.validation","uci.train, uci.validation",uci.test,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",no_scaler,7,0.45999999999999996,0.005694748609967671,0.4602296158776696,0.005543053120009056,0.45999999999999996,0.005694748609967671,0.4602296158776696,0.005543053120009034
001456,0.27477192878723145,5.0435755252838135,44.016433238983154,0.4324467182159424,all,knn-5,umap-4-all,with_fft_all.0,5,"uci.train, uci.validation","uci.train, uci.validation",uci.test,"gyro-x, gyro-y, gyro-z",std_scaler,4,0.8101449275362318,1.1102230246251565e-16,0.8093434449860506,0.0,0.8101449275362318,1.1102230246251565e-16,0.8093434449860506,0.0
002616,0.2088625431060791,4.630673885345459,109.35014486312866,0.03123950958251953,all,knn-5,umap-7-all,no_transform.0,5,"uci.train, uci.validation","kuhar.train, kuhar.validation",kuhar.test,"gyro-x, gyro-y, gyro-z",no_scaler,7,0.6736111111111112,0.0,0.6691800429935717,0.0,0.6736111111111112,0.0,0.6691800429935717,0.0
003612,1.0385534763336182,6.442098617553711,88.18804621696472,0.04041433334350586,all,knn-5,umap-9-all,no_transform.0,5,"motionsense.train, motionsense.validation","motionsense.train, motionsense.validation",motionsense.test,"gyro-x, gyro-y, gyro-z",no_scaler,9,0.7984934086629002,0.0,0.7943379417325146,0.0,0.7984934086629002,0.0,0.7943379417325146,0.0
001919,0.508878231048584,4.204293251037598,60.28498101234436,1.052079200744629,all,knn-5,umap-5-all,with_fft_all.0,5,"kuhar.train, kuhar.validation","uci.train, uci.validation",uci.test,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",minmax_scaler,5,0.6594202898550725,0.0,0.6555894583872908,0.0,0.6594202898550725,0.0,0.6555894583872908,0.0
001014,10.002367973327637,3.8895795345306396,107.43794822692871,0.021979331970214844,all,randomforest-100,umap-4-all,no_transform.0,5,"uci.train, uci.validation","motionsense.train, motionsense.validation",motionsense.test,"accel-x, accel-y, accel-z",no_scaler,4,0.6209039548022599,0.003503027351739772,0.6173608659377601,0.0034152915516778575,0.6209039548022599,0.003503027351739772,0.6173608659377601,0.003415291551677852
003110,1.0555987358093262,5.772103786468506,86.53990697860718,0.09656929969787598,all,knn-5,umap-8-all,no_transform.0,5,"motionsense.train, motionsense.validation","motionsense.train, motionsense.validation",motionsense.test,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",minmax_scaler,8,0.667608286252354,0.0,0.6594455543997411,0.0,0.667608286252354,0.0,0.6594455543997412,0.0
