,execution_id,classification_time,load_time,reduce_time,transform_time,reduce_on,classifier,reducer,transforms,number runs,reducer_datasets,train_datasets,test_datasets,umap components,use accel-x,use accel-y,use accel-z,use gyro-x,use gyro-y,use gyro-z,kuhar - reduce,motionsense - reduce,wisdm - reduce,uci - reduce,realworld - reduce,extrasensory - reduce,kuhar - train,motionsense - train,wisdm - train,uci - train,realworld - train,extrasensory - train,kuhar - test,motionsense - test,wisdm - test,uci - test,realworld - test,extrasensory - test,accuracy (mean),accuracy (std),f1-score macro (mean),f1-score macro (std),f1-score micro (mean),f1-score micro (std),f1-score weighted (mean),f1-score weighted (std)
1801,1246,32.01454257965088,24.17957377433777,168.60760116577148,2.574920654296875e-05,all,randomforest-100,umap-2-all,no_transform.0,5,"kuhar, wisdm","kuhar, realworld",extrasensory,2,True,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,0.08199696218722519,0.015024513540484072,0.04049344109738338,0.005019443001260272,0.08199696218722519,0.01502451354048407,0.1482711918511354,0.025355184875509477
1802,4181,19.456506967544556,42.68059539794922,74.56886696815491,2.956390380859375e-05,all,randomforest-100,umap-3-all,no_transform.0,5,realworld,realworld,motionsense,3,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,0.5033015115354018,0.0005424893276446332,0.4582879775868796,0.0013709029280068617,0.5033015115354018,0.0005424893276446332,0.4582879775868795,0.0013709029280068942
1803,3835,5.417093515396118,16.79305124282837,71.28893089294434,2.47955322265625e-05,all,randomforest-100,umap-3-all,no_transform.0,5,"motionsense, realworld",motionsense,motionsense,3,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,0.8310660302307081,0.0012864726832773367,0.8311685497354654,0.001265420890488925,0.8310660302307081,0.0012864726832773367,0.8311685497354654,0.001265420890488886
1804,1317,26.125677347183228,17.757375478744507,177.23609566688538,2.47955322265625e-05,all,randomforest-100,umap-2-all,no_transform.0,5,"wisdm, realworld","motionsense, wisdm",motionsense,2,True,True,True,True,True,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,0.5159904534606206,0.0017681870143908618,0.45833942491618734,0.002047890573941348,0.5159904534606206,0.0017681870143908618,0.5347293290688852,0.0023892056695982793
1805,9160,5.941335916519165,10.72532057762146,119.44512271881104,2.3365020751953125e-05,all,randomforest-100,umap-4-all,with_fft_all.0,5,realworld,kuhar,extrasensory,4,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,0.13708529858501878,0.017479385114816462,0.05533129017210649,0.004857520724459757,0.13708529858501878,0.017479385114816462,0.23200730567660027,0.02511856333887406
1806,12483,36.59588432312012,10.323423385620117,141.5528221130371,2.3603439331054688e-05,all,randomforest-100,umap-5-all,no_transform.0,5,motionsense,"wisdm, realworld",wisdm,5,True,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,0.611424058962885,0.0016571817339748629,0.4409010196392852,0.0010595738901050906,0.611424058962885,0.0016571817339748629,0.6165904773050868,0.0014937342697884555
1807,10817,4.237561941146851,12.958042621612549,39.3624005317688,2.86102294921875e-05,all,randomforest-100,umap-5-all,no_transform.0,5,"kuhar, wisdm",kuhar,kuhar,5,False,False,False,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.8723809523809525,0.0028007834180996546,0.8722433988391508,0.0028291942521038766,0.8723809523809525,0.002800783418099652,0.8722433988391508,0.002829194252103814
1808,9963,41.294597148895264,8.997144222259521,112.20766997337341,2.3365020751953125e-05,all,randomforest-100,umap-4-all,with_fft_all.0,5,motionsense,"kuhar, wisdm",wisdm,4,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,0.589720979205054,0.0023376143266097163,0.42282634416066706,0.0017275405227699517,0.589720979205054,0.0023376143266097163,0.5911939301294383,0.002433864376508097
1809,6736,23.778577089309692,11.447503328323364,92.46315550804138,2.86102294921875e-05,all,randomforest-100,umap-3-all,with_fft_all.0,5,"kuhar, wisdm","motionsense, wisdm",wisdm,3,True,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,0.7363911555672547,0.0009808523760930208,0.5337669005641552,0.0006707236715682349,0.7363911555672547,0.0009808523760930026,0.7458007855437839,0.0009408484352474452
1810,3101,25.10618829727173,24.549161672592163,138.21143078804016,2.8848648071289062e-05,all,randomforest-100,umap-2-all,with_fft_all.0,5,realworld,"motionsense, wisdm",motionsense,2,False,False,False,True,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,0.5101431980906922,0.0020707104351345203,0.4198913816097816,0.0022571425087163643,0.5101431980906922,0.0020707104351345203,0.48987327854474516,0.0026333329268357977
1811,542,13.860158681869507,36.43838977813721,173.0523374080658,2.3126602172851562e-05,all,randomforest-100,umap-2-all,no_transform.0,5,kuhar,realworld,kuhar,2,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.35,0.0022821773229382,0.3532900527462325,0.002123246139697944,0.35,0.0022821773229382,0.3532900527462326,0.002123246139697946
1812,2578,29.094984769821167,39.66155958175659,124.6729645729065,2.7894973754882812e-05,all,randomforest-100,umap-2-all,with_fft_all.0,5,"wisdm, realworld","kuhar, motionsense",motionsense,2,True,True,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,0.6450278440731901,0.00203370294847481,0.6421266804723915,0.0021730711862616384,0.6450278440731901,0.00203370294847481,0.6421266804723916,0.0021730711862616163
1813,2481,23.26772975921631,27.75063943862915,209.5888283252716,3.457069396972656e-05,all,randomforest-100,umap-2-all,with_fft_all.0,5,"motionsense, wisdm",realworld,realworld,2,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.48967871485943776,0.0011524774981752325,0.49158794070348755,0.0011391969756654194,0.48967871485943776,0.0011524774981752325,0.49158794070348755,0.001139196975665444
1814,11859,28.396934509277344,8.840386629104614,174.18599271774292,2.4318695068359375e-05,all,randomforest-100,umap-5-all,no_transform.0,5,realworld,"kuhar, wisdm",extrasensory,5,True,True,True,True,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,0.5058917579342873,0.005350389402632464,0.1397305638806472,0.00123728672725551,0.5058917579342873,0.005350389402632464,0.6289109164487732,0.004302193595134307
1815,972,23.618008136749268,36.3534414768219,177.43917632102966,3.743171691894531e-05,all,randomforest-100,umap-2-all,no_transform.0,5,"kuhar, motionsense","kuhar, wisdm",wisdm,2,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,0.5066464859173467,0.001833637484271432,0.3677669184151693,0.0012416056069148723,0.5066464859173467,0.001833637484271432,0.5142634054143721,0.0017431570263037482
1816,8131,35.14042949676514,9.173510313034058,226.2040991783142,2.3603439331054688e-05,all,randomforest-100,umap-4-all,no_transform.0,5,kuhar,"kuhar, wisdm",motionsense,4,True,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,0.41189339697692917,0.0012388553303418794,0.3437087518642018,0.0013897880765789492,0.41189339697692917,0.0012388553303418794,0.4009935438415688,0.0016214194226754515
1817,2191,34.42718458175659,31.29682946205139,292.6148331165314,2.5510787963867188e-05,all,randomforest-100,umap-2-all,with_fft_all.0,5,kuhar,wisdm,motionsense,2,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.36503579952267307,0.0020538314468457565,0.3019737738697821,0.0013649942647922663,0.365035799522673,0.0020538314468457482,0.35230273618141245,0.0015924933089243034
1818,3571,35.18350839614868,16.39285922050476,454.904100894928,2.7179718017578125e-05,all,randomforest-100,umap-2-all,with_fft_all.0,5,kuhar,"wisdm, realworld",extrasensory,2,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,0.10384523143336799,0.004233403294798606,0.04324816670867212,0.0012668568643753847,0.10384523143336799,0.004233403294798606,0.16002445701196738,0.0070109393057130424
1819,11801,24.309114456176758,10.569166421890259,124.80441927909851,2.5272369384765625e-05,all,randomforest-100,umap-5-all,no_transform.0,5,realworld,"kuhar, wisdm",uci,5,False,False,False,True,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,0.3671830985915493,0.0031760485306421594,0.2843979717361075,0.0026836646517335474,0.3671830985915493,0.003176048530642154,0.3981571604305505,0.0037571305124269754
1820,1222,22.913401126861572,36.6921865940094,142.9153060913086,2.5987625122070312e-05,all,randomforest-100,umap-2-all,no_transform.0,5,"motionsense, wisdm","kuhar, realworld",realworld,2,True,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0.478714859437751,0.0020703191034187936,0.48166961029008853,0.00209362676006718,0.478714859437751,0.0020703191034187967,0.48166961029008853,0.0020936267600671467
1821,12421,37.9565544128418,8.988332271575928,187.60336184501648,2.3603439331054688e-05,all,randomforest-100,umap-5-all,no_transform.0,5,kuhar,"wisdm, realworld",kuhar,5,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,0.445952380952381,0.0028521782263597572,0.3386205164027481,0.0035310572792170785,0.445952380952381,0.0028521782263597572,0.39505726913653944,0.004119566825753234
1822,123,9.292052984237671,66.0893611907959,251.8005793094635,2.9087066650390625e-05,all,randomforest-100,umap-2-all,no_transform.0,5,motionsense,kuhar,realworld,2,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.3604016064257028,0.0026704562515317996,0.35689430333529015,0.0026873388034124542,0.3604016064257028,0.0026704562515317996,0.35689430333529015,0.002687338803412454
1823,2681,14.90348744392395,28.93907928466797,170.2786991596222,2.7894973754882812e-05,all,randomforest-100,umap-2-all,with_fft_all.0,5,realworld,"kuhar, motionsense",extrasensory,2,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,0.30340554800543607,0.0013421286007610116,0.1235697781295793,0.0007646663380027229,0.30340554800543607,0.0013421286007610116,0.4470317403904801,0.0014666048538439073
1824,8404,19.837299585342407,11.767587184906006,100.95617055892944,2.3603439331054688e-05,all,randomforest-100,umap-4-all,no_transform.0,5,motionsense,"kuhar, realworld",realworld,4,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0.47510040160642575,0.0020644679779075986,0.4735850312438223,0.0022016901524801306,0.47510040160642575,0.0020644679779075986,0.4735850312438224,0.0022016901524801254
1825,5253,35.23637008666992,14.482051372528076,84.90110945701599,3.170967102050781e-05,all,randomforest-100,umap-3-all,no_transform.0,5,motionsense,"wisdm, realworld",motionsense,3,True,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,0.3719968178202068,0.0010418298212974497,0.2720052102553425,0.0008378973063412592,0.3719968178202068,0.0010418298212974257,0.31733941196456633,0.0009775468573981552
1826,2379,17.064375400543213,38.19412350654602,96.18142080307007,2.6464462280273438e-05,all,randomforest-100,umap-2-all,with_fft_all.0,5,realworld,realworld,motionsense,2,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,0.20958631662688942,0.0024565469620754996,0.19059820376944991,0.0021981122633403516,0.20958631662688942,0.002456546962075501,0.19059820376944994,0.002198112263340367
1827,924,45.695353984832764,36.68070101737976,152.4632339477539,2.8848648071289062e-05,all,randomforest-100,umap-2-all,no_transform.0,5,"motionsense, realworld","kuhar, wisdm",kuhar,2,True,True,True,True,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,0.4552380952380952,0.002279070204651974,0.37598844638806417,0.0022722926266538794,0.4552380952380952,0.0022790702046519857,0.43865318745274157,0.0026510080644294863
1828,5794,14.939994096755981,16.12433171272278,77.02355790138245,2.574920654296875e-05,all,randomforest-100,umap-3-all,with_fft_all.0,5,motionsense,wisdm,motionsense,3,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.3834128878281623,0.0015629978285114274,0.2875803607017846,0.0011874771315675966,0.3834128878281623,0.0015629978285114274,0.3355104208187487,0.0013853899868288527
1829,10261,28.60070490837097,10.06882095336914,162.01947903633118,2.4080276489257812e-05,all,randomforest-100,umap-4-all,with_fft_all.0,5,kuhar,"motionsense, wisdm",kuhar,4,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,0.39077380952380947,0.001552191048857768,0.2709825882188208,0.0016522109879588372,0.39077380952380947,0.0015521910488577786,0.3161463529219576,0.001927579485951931
1830,2003,18.377602577209473,24.67541790008545,77.50976014137268,2.384185791015625e-05,all,randomforest-100,umap-2-all,with_fft_all.0,5,"motionsense, wisdm",motionsense,kuhar,2,False,False,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.22107142857142853,0.0018860689902089115,0.1926014689773989,0.0012851114868862518,0.22107142857142853,0.001886068990208912,0.19260146897739894,0.001285111486886249
1831,11681,11.603454351425171,16.48212480545044,116.84034872055054,2.4318695068359375e-05,all,randomforest-100,umap-5-all,no_transform.0,5,realworld,"kuhar, motionsense",extrasensory,5,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,0.2924374450395715,0.0026030319573343654,0.12332469743919157,0.00033039277084488395,0.2924374450395715,0.0026030319573343654,0.4362250954876291,0.002937159154527638
1832,2531,10.772024631500244,27.82008671760559,128.75597500801086,2.574920654296875e-05,all,randomforest-100,umap-2-all,with_fft_all.0,5,realworld,"kuhar, motionsense",kuhar,2,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,0.4883333333333333,0.003945669861708701,0.4844701250315656,0.0037096689596341974,0.4883333333333333,0.003945669861708701,0.48447012503156567,0.0037096689596341956
1833,3783,10.261799097061157,13.16568660736084,57.57188105583191,3.218650817871094e-05,all,randomforest-100,umap-3-all,no_transform.0,5,motionsense,motionsense,kuhar,3,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.20964285714285716,0.001440918861536924,0.15190072474192848,0.0011968523108198373,0.20964285714285716,0.001440918861536924,0.15190072474192848,0.0011968523108198423
1834,1182,14.187599182128906,20.229551792144775,131.2667145729065,3.361701965332031e-05,all,randomforest-100,umap-2-all,no_transform.0,5,"kuhar, motionsense","kuhar, realworld",uci,2,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0.3820422535211268,0.005413839744727478,0.328035249926949,0.004829749930680047,0.3820422535211268,0.005413839744727477,0.39364229991233884,0.00579569991681608
1835,7050,23.422006607055664,9.549603939056396,237.15442943572998,3.361701965332031e-05,all,randomforest-100,umap-3-all,with_fft_all.0,5,kuhar,"wisdm, realworld",motionsense,3,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,0.39705648369132857,0.0019470546142434872,0.3312330192007479,0.0018675677104005133,0.39705648369132857,0.001947054614243501,0.38643852240087245,0.0021788289954673026
1836,6960,14.109073638916016,11.991579532623291,163.44204187393188,2.3365020751953125e-05,all,randomforest-100,umap-3-all,with_fft_all.0,5,kuhar,"motionsense, realworld",realworld,3,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0.5344176706827308,0.0026589560465156863,0.5348784109275442,0.002583240504146451,0.5344176706827308,0.0026589560465156863,0.5348784109275442,0.0025832405041464586
1837,985,29.8091139793396,24.177592039108276,157.40732669830322,3.0994415283203125e-05,all,randomforest-100,umap-2-all,no_transform.0,5,"motionsense, realworld","kuhar, wisdm",wisdm,2,True,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,0.5408133719399842,0.0009974885665436349,0.39156546568399203,0.0006769291538911133,0.5408133719399842,0.0009974885665436349,0.5470439198011967,0.0009612952586505831
1838,2263,21.531656980514526,23.172016143798828,166.41627049446106,2.47955322265625e-05,all,randomforest-100,umap-2-all,with_fft_all.0,5,"kuhar, motionsense",wisdm,uci,2,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.3397887323943662,0.0021705683109045663,0.2135502584988555,0.0013165073489203093,0.3397887323943662,0.0021705683109045663,0.29897036189839776,0.0018431102884884395
1839,1168,14.171369791030884,24.793277502059937,133.02525782585144,2.6702880859375e-05,all,randomforest-100,umap-2-all,no_transform.0,5,"wisdm, realworld","kuhar, realworld",wisdm,2,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,0.3571071334561727,0.0014469116243550125,0.2607489832709119,0.0009574049992618288,0.3571071334561727,0.0014469116243550093,0.3644668194582157,0.001347627539870442
1840,442,19.014517307281494,22.413538455963135,141.54921531677246,2.6702880859375e-05,all,randomforest-100,umap-2-all,no_transform.0,5,"motionsense, wisdm",wisdm,wisdm,2,True,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.7106212161095025,0.0008795490627324983,0.7126276880144135,0.0009150290627126808,0.7106212161095025,0.0008795490627324502,0.7108407508322004,0.0009215376504902026
1841,4701,31.13716983795166,13.579614162445068,154.90944957733154,3.600120544433594e-05,all,randomforest-100,umap-3-all,no_transform.0,5,"motionsense, wisdm","kuhar, realworld",kuhar,3,True,True,True,True,True,True,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0.5732738095238095,0.002869516855522359,0.5730274645641613,0.002788455422591997,0.5732738095238095,0.002869516855522359,0.5730274645641613,0.0027884554225919315
1842,385,61.84181785583496,35.625213384628296,171.72323274612427,4.553794860839844e-05,all,randomforest-100,umap-2-all,no_transform.0,5,"motionsense, realworld",wisdm,kuhar,2,True,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0.3888095238095238,0.0012710807442894373,0.28318381485802646,0.001324409791819195,0.3888095238095238,0.0012710807442894545,0.3303811173343642,0.0015451447571224017
1843,4781,23.69900894165039,20.99217915534973,87.5101056098938,2.5272369384765625e-05,all,randomforest-100,umap-3-all,no_transform.0,5,realworld,"kuhar, realworld",uci,3,False,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,0.4825352112676057,0.004258089143050991,0.40879902850896704,0.0028639456407993594,0.4825352112676057,0.004258089143050991,0.4905588342107605,0.0034367347689592317
1844,1821,9.938832759857178,27.3723087310791,139.41767930984497,3.600120544433594e-05,all,randomforest-100,umap-2-all,with_fft_all.0,5,"motionsense, wisdm",kuhar,kuhar,2,True,True,True,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.5406547619047618,0.002494324623780582,0.5417579079798152,0.002592551627363969,0.5406547619047618,0.002494324623780582,0.5417579079798152,0.0025925516273640646
1845,4540,35.120394706726074,34.3087432384491,103.41769981384277,2.6464462280273438e-05,all,randomforest-100,umap-3-all,no_transform.0,5,realworld,"kuhar, wisdm",motionsense,3,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,0.415115354017502,0.002742611642949591,0.34978174049410826,0.0020433505094134426,0.415115354017502,0.002742611642949591,0.40807869724312623,0.0023839089276490788
1846,4062,24.695188999176025,15.936617851257324,129.87567019462585,2.8371810913085938e-05,all,randomforest-100,umap-3-all,no_transform.0,5,"kuhar, motionsense",wisdm,uci,3,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.35021126760563376,0.001271511977835758,0.21422125413709825,0.0009915017327669531,0.35021126760563376,0.001271511977835758,0.29990975579193757,0.0013881024258737044
1847,421,18.744657278060913,30.54373073577881,390.092257976532,2.4318695068359375e-05,all,randomforest-100,umap-2-all,no_transform.0,5,kuhar,wisdm,wisdm,2,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5397209792050539,0.0016357191043069742,0.541808441133407,0.0015203076414734974,0.5397209792050539,0.0016357191043069742,0.5407407789352898,0.0015517617443524619
1848,2696,12.91086196899414,35.80473780632019,143.85543489456177,2.86102294921875e-05,all,randomforest-100,umap-2-all,with_fft_all.0,5,"motionsense, realworld","kuhar, motionsense",extrasensory,2,False,False,False,True,True,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,0.264569509952834,0.003190394570297576,0.11577214398076627,0.0008713429231084606,0.264569509952834,0.003190394570297576,0.4025175615090452,0.0037666562080022493
1849,12468,36.797316551208496,11.742695808410645,114.52786159515381,2.2649765014648438e-05,all,randomforest-100,umap-5-all,no_transform.0,5,"kuhar, realworld","wisdm, realworld",motionsense,5,True,True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,0.41889419252187754,0.0036917914559020334,0.3607641258048758,0.0027501667991259504,0.41889419252187754,0.0036917914559020425,0.42089148010568833,0.0032085279323136383
1850,12030,16.684143543243408,9.817716360092163,263.84293127059937,2.4080276489257812e-05,all,randomforest-100,umap-5-all,no_transform.0,5,kuhar,"kuhar, realworld",extrasensory,5,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,0.01761131984970821,0.0007707711755180393,0.010043180280862441,0.0007257106040605775,0.01761131984970821,0.0007707711755180393,0.033886381712210284,0.0014570829002065093
1851,6233,10.226372003555298,13.474721670150757,55.85181760787964,2.3365020751953125e-05,all,randomforest-100,umap-3-all,with_fft_all.0,5,"motionsense, wisdm","kuhar, motionsense",uci,3,False,False,False,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,0.4295774647887323,0.0023672868047847307,0.3640463532754464,0.001642989274118179,0.4295774647887323,0.0023672868047847307,0.4368556239305357,0.0019715871289417847
1852,6348,32.19905924797058,25.27023148536682,111.84935283660889,2.6941299438476562e-05,all,randomforest-100,umap-3-all,with_fft_all.0,5,"kuhar, realworld","kuhar, wisdm",motionsense,3,True,True,True,True,True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,0.3902943516308672,0.0009546539379474931,0.3295073899900324,0.0014987062354774494,0.3902943516308671,0.0009546539379475125,0.3844252883217044,0.0017484906080570417
1853,6157,8.3668692111969,27.25418972969055,115.81453013420105,2.47955322265625e-05,all,randomforest-100,umap-3-all,with_fft_all.0,5,wisdm,"kuhar, motionsense",motionsense,3,True,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0.6790771678599841,0.004408998815407803,0.677005296905454,0.004333586900159151,0.6790771678599841,0.004408998815407803,0.6770052969054541,0.004333586900159093
1854,3175,44.67722201347351,26.27765440940857,116.38112902641296,2.384185791015625e-05,all,randomforest-100,umap-2-all,with_fft_all.0,5,"motionsense, realworld","motionsense, wisdm",uci,2,True,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,0.30119718309859156,0.0020961797276249573,0.20561045557460775,0.001485715601767637,0.30119718309859156,0.0020961797276249573,0.28785463780445086,0.0020800018424746783
1855,690,20.11511254310608,19.088481903076172,520.1393859386444,2.7894973754882812e-05,all,randomforest-100,umap-2-all,no_transform.0,5,kuhar,realworld,extrasensory,2,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.022487808777680068,0.002833235013366492,0.018210601595747177,0.0009977165466117602,0.022487808777680068,0.002833235013366492,0.027715504079527626,0.005396667812615693
1856,13031,20.039343118667603,11.136239051818848,121.22240662574768,2.3126602172851562e-05,all,randomforest-100,umap-5-all,with_fft_all.0,5,realworld,wisdm,wisdm,5,False,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.7346406949197156,0.0008775774192245101,0.7354923374759114,0.0008970330669331719,0.7346406949197156,0.000877577419224534,0.7345784146177115,0.0008947591992724585
1857,3106,29.332916736602783,30.07907724380493,113.98779296875,2.6941299438476562e-05,all,randomforest-100,umap-2-all,with_fft_all.0,5,"kuhar, wisdm","motionsense, wisdm",motionsense,2,True,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,0.5271280827366747,0.0023417957087565697,0.46812543364406933,0.002349342244331665,0.5271280827366747,0.0023417957087565697,0.5461463392514141,0.0027408992850536202
1858,7754,22.79888391494751,17.483508586883545,70.99499821662903,3.0040740966796875e-05,all,randomforest-100,umap-4-all,no_transform.0,5,"kuhar, motionsense",realworld,kuhar,4,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.39017857142857143,0.0031100834470507346,0.37931257663102885,0.003875737631641423,0.39017857142857143,0.0031100834470507346,0.3793125766310288,0.003875737631641416
1859,810,16.662050485610962,19.889882564544678,201.216890335083,2.574920654296875e-05,all,randomforest-100,umap-2-all,no_transform.0,5,kuhar,"kuhar, motionsense",uci,2,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,0.34401408450704224,0.0033404341480651853,0.2901037054197703,0.002565959728629792,0.34401408450704224,0.0033404341480651853,0.34812444650372437,0.0030791516743557353
1860,5775,11.68039059638977,13.48903203010559,90.28232216835022,2.765655517578125e-05,all,randomforest-100,umap-3-all,with_fft_all.0,5,"kuhar, wisdm",wisdm,kuhar,3,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.3798809523809524,0.002355518921120156,0.2924243054161034,0.0017748159076749841,0.3798809523809524,0.002355518921120156,0.3411616896521207,0.0020706185589541726
1861,8971,35.71729826927185,16.06670069694519,309.62427949905396,2.09808349609375e-05,all,randomforest-100,umap-4-all,no_transform.0,5,kuhar,"wisdm, realworld",extrasensory,4,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,0.04778959149412423,0.0037101045057585263,0.027948005055296,0.002236300908995609,0.04778959149412423,0.0037101045057585263,0.08345983860716014,0.006868693847055897
1862,788,18.78942346572876,36.987555265426636,99.42583274841309,2.6226043701171875e-05,all,randomforest-100,umap-2-all,no_transform.0,5,wisdm,"kuhar, motionsense",wisdm,2,False,False,False,True,True,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,0.40300078968149516,0.0004325263681272847,0.29991969944622304,0.0005861772703087691,0.40300078968149505,0.00043252636812729484,0.41933917638301316,0.0008158300056834272
1863,5406,12.447064638137817,25.440408945083618,61.36539149284363,3.3855438232421875e-05,all,randomforest-100,umap-3-all,with_fft_all.0,5,wisdm,kuhar,kuhar,3,True,True,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.6178571428571429,0.0025740176560047115,0.6190069098965234,0.0025285031832069063,0.6178571428571429,0.0025740176560047115,0.6190069098965234,0.0025285031832069423
1864,3828,6.353782653808594,14.177935600280762,91.70998430252075,2.8133392333984375e-05,all,randomforest-100,umap-3-all,no_transform.0,5,"kuhar, realworld",motionsense,motionsense,3,True,True,True,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,0.6338106603023071,0.002838992184575248,0.6317891207675284,0.0029126273303281265,0.6338106603023071,0.002838992184575248,0.6317891207675282,0.0029126273303280753
